test_id	gene_id	gene	name	description	pseudo	locus	sample_1	sample_2	status	fpkm_KO	fpkm_WT	test_stat	p_value	q_value	significant	dist2Telo	subtelo.HP1
XLOC_003931	XLOC_003931	PF3D7_1224100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_12_v3:976819-977889	KO	WT	OK	87.1611	82.0659	-0.350746	0.68315	0.898962	no	977889	FALSE
XLOC_003217	XLOC_003217	PF3D7_1139400		unspecified product	No	Pf3D7_11_v3:1569603-1573189	KO	WT	NOTEST	0.399816	0.376442	0	1	1	no	468736	FALSE
XLOC_000496	XLOC_000496	PF3D7_0320700	SPC25	"signal peptidase complex subunit SPC2, putative"	No	Pf3D7_03_v3:865013-866420	KO	WT	OK	206.552	194.466	-0.420086	0.6237	0.878562	no	202957	FALSE
XLOC_004846	XLOC_004846	PF3D7_1409600		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:374799-377106	KO	WT	OK	62.7553	59.0828	-0.445253	0.6105	0.876789	no	374800	FALSE
XLOC_003647	XLOC_003647	PF3D7_1226700	RRP9	"U3 small nucleolar RNA-interacting protein 2, putative"	No	Pf3D7_12_v3:1081197-1083108	KO	WT	OK	110.052	103.607	-0.444629	0.6018	0.870888	no	1081198	FALSE
XLOC_004313	XLOC_004313	PF3D7_1350300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:2011167-2012085	KO	WT	OK	91.9461	86.5545	-0.430704	0.61025	0.876667	no	914068	FALSE
XLOC_001076	XLOC_001076	PF3D7_0502400	MSP8	merozoite surface protein 8	No	Pf3D7_05_v3:109897-111691	KO	WT	OK	52.9613	49.8504	-0.442686	0.6051	0.873376	no	111691	FALSE
XLOC_001475	XLOC_001475	PF3D7_0614500	RPL19	60S ribosomal protein L19	No	Pf3D7_06_v3:606141-607259	KO	WT	OK	3661.07	3445.52	-0.451899	0.59515	0.867114	no	607259	FALSE
XLOC_004720	XLOC_004720	PF3D7_1353300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:2132067-2138583	KO	WT	OK	38.16	35.9125	-0.446657	0.59845	0.868242	no	786653	FALSE
XLOC_003076	XLOC_003076	PF3D7_1112000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_11_v3:459775-460620	KO	WT	OK	6265.02	5895.44	-0.358107	0.67445	0.896846	no	459776	FALSE
XLOC_004640	XLOC_004640	PF3D7_1338200	RPL6	"60S ribosomal protein L6-2, putative"	No	Pf3D7_13_v3:1545069-1545735	KO	WT	OK	1856.91	1747.34	-0.452156	0.59125	0.865393	no	1379501	FALSE
XLOC_001604	XLOC_001604	PF3D7_0708000		"cytoskeleton associated protein, putative"	No	Pf3D7_07_v3:368706-371672	KO	WT	OK	58.6491	55.1884	-0.450784	0.59925	0.868618	no	368707	FALSE
XLOC_003835	XLOC_003835	PF3D7_1205100	SEPSECS	"O-phosphoseryl-tRNA(Sec) selenium transferase, putative"	No	Pf3D7_12_v3:222694-224991	KO	WT	OK	70.2974	66.1448	-0.449353	0.6	0.868994	no	224991	FALSE
XLOC_005084	XLOC_005084	PF3D7_1457700		"large ribosomal subunit nuclear export factor, putative"	No	Pf3D7_14_v3:2367286-2371723	KO	WT	OK	73.9442	69.5731	-0.450021	0.5972	0.867812	no	924649	FALSE
XLOC_001204	XLOC_001204	PF3D7_0527200	USP14	ubiquitin carboxyl-terminal hydrolase 14	No	Pf3D7_05_v3:1132936-1134854	KO	WT	OK	184.091	173.208	-0.449663	0.5967	0.867764	no	208703	FALSE
XLOC_003107	XLOC_003107	PF3D7_1117900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_11_v3:678751-683281	KO	WT	OK	30.159	28.3758	-0.44931	0.6044	0.872986	no	678752	FALSE
XLOC_005016	XLOC_005016	PF3D7_1443900	HSP90	"heat shock protein 90, putative"	No	Pf3D7_14_v3:1797287-1800071	KO	WT	OK	180.779	170.087	-0.452198	0.59205	0.865393	no	1494648	FALSE
XLOC_000973	XLOC_000973	PF3D7_0515300	PI3K	phosphatidylinositol 3-kinase	No	Pf3D7_05_v3:628980-635382	KO	WT	OK	36.8507	34.6689	-0.449105	0.59755	0.867812	no	628981	FALSE
XLOC_003329	XLOC_003329	PF3D7_1111300	BOS1	"SNARE protein, putative"	No	Pf3D7_11_v3:442958-443828	KO	WT	OK	52.4159	49.3074	-0.385497	0.64615	0.884916	no	443828	FALSE
XLOC_001964	XLOC_001964	PF3D7_0815100		"RAP protein, putative"	No	Pf3D7_08_v3:711238-714166	KO	WT	OK	18	16.9305	-0.429901	0.61515	0.87777	no	711239	FALSE
XLOC_003962	XLOC_003962	PF3D7_1230400	ClpQ	ATP-dependent protease subunit ClpQ	No	Pf3D7_12_v3:1251913-1253067	KO	WT	OK	199.212	187.371	-0.440115	0.61435	0.877336	no	1018427	FALSE
XLOC_001619	XLOC_001619	PF3D7_0711500		"regulator of chromosome condensation, putative"	No	Pf3D7_07_v3:505244-507311	KO	WT	OK	241.323	226.969	-0.454771	0.59025	0.865393	no	505245	FALSE
XLOC_002578	XLOC_002578	PF3D7_0931000		"elongation factor Tu, putative"	No	Pf3D7_09_v3:1248865-1251601	KO	WT	OK	12.104	11.3826	-0.38836	0.64975	0.886326	no	290134	FALSE
XLOC_005548	XLOC_005548	PF3D7_1465200	MED4	"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2640871-2642002	KO	WT	OK	71.1914	66.9483	-0.439661	0.61605	0.878118	no	649934	FALSE
XLOC_004198	XLOC_004198	PF3D7_1325800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:1071145-1075747	KO	WT	OK	35.3581	33.2498	-0.455271	0.5923	0.865393	no	1071146	FALSE
XLOC_001950	XLOC_001950	PF3D7_0811400		"conserved protein, unknown function"	No	Pf3D7_08_v3:575985-578370	KO	WT	OK	309.293	290.839	-0.456573	0.59175	0.865393	no	575986	FALSE
XLOC_003000	XLOC_003000	PF3D7_1035000		"U2 snRNA/tRNA pseudouridine synthase, putative"	No	Pf3D7_10_v3:1386648-1389630	KO	WT	OK	16.1219	15.1591	-0.424842	0.62535	0.878562	no	298026	FALSE
XLOC_003633	XLOC_003633	PF3D7_1223800	YHM2	"citrate/oxoglutarate carrier protein, putative"	No	Pf3D7_12_v3:971267-972194	KO	WT	OK	53.9808	50.7545	-0.402238	0.64	0.88218	no	971268	FALSE
XLOC_002663	XLOC_002663	PF3D7_1011800	PREBP	PRE-binding protein	No	Pf3D7_10_v3:455397-458817	KO	WT	OK	437.966	411.754	-0.459498	0.5908	0.865393	no	455398	FALSE
XLOC_001250	XLOC_001250	PF3D7_0604300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_06_v3:182215-184537	KO	WT	OK	46.042	43.2817	-0.455976	0.5969	0.867812	no	182216	FALSE
XLOC_004172	XLOC_004172	PF3D7_1321200		"conserved protein, unknown function"	No	Pf3D7_13_v3:875264-875847	KO	WT	OK	3709.68	3487.05	-0.357508	0.6743	0.896846	no	875265	FALSE
XLOC_000189	XLOC_000189	PF3D7_0208900	P230p	6-cysteine protein	No	Pf3D7_02_v3:360827-368354	KO	WT	OK	5.77298	5.42636	-0.4254	0.62045	0.878118	no	360828	FALSE
XLOC_005542	XLOC_005542	PF3D7_1463900		"conserved Plasmodium membrane protein, unknown function"	No	Pf3D7_14_v3:2584574-2589782	KO	WT	OK	5.09221	4.78601	-0.312117	0.71695	0.914878	no	702154	FALSE
XLOC_001501	XLOC_001501	PF3D7_0619800		"conserved Plasmodium membrane protein, unknown function"	No	Pf3D7_06_v3:831285-839033	KO	WT	OK	10.3635	9.74025	-0.452413	0.59215	0.865393	no	579209	FALSE
XLOC_001684	XLOC_001684	PF3D7_0723600		"proteasome assembly chaperone 4, putative"	No	Pf3D7_07_v3:986597-987365	KO	WT	OK	292.698	275.076	-0.419923	0.62355	0.878562	no	458609	FALSE
XLOC_004123	XLOC_004123	PF3D7_1311900	vapA	V-type proton ATPase catalytic subunit A	No	Pf3D7_13_v3:507899-509735	KO	WT	OK	425.338	399.693	-0.462673	0.5887	0.865293	no	507900	FALSE
XLOC_002525	XLOC_002525	PF3D7_0918300	EIF3F	"eukaryotic translation initiation factor 3 subunit F, putative"	No	Pf3D7_09_v3:751357-752422	KO	WT	OK	401.577	377.319	-0.459225	0.5898	0.865293	no	752422	FALSE
XLOC_003495	XLOC_003495	PF3D7_1144900	RAB6	ras-related protein Rab-6	No	Pf3D7_11_v3:1777524-1778928	KO	WT	OK	329.614	309.699	-0.459915	0.5894	0.865293	no	259412	FALSE
XLOC_001648	XLOC_001648	PF3D7_0717000		"conserved Plasmodium membrane protein, unknown function"	No	Pf3D7_07_v3:738577-741209	KO	WT	OK	20.4635	19.2245	-0.288453	0.742	0.92376	no	706629	FALSE
XLOC_003624	XLOC_003624	PF3D7_1221700		"FbpA domain protein, putative"	No	Pf3D7_12_v3:865725-868581	KO	WT	OK	35.6216	33.463	-0.459811	0.59105	0.865393	no	865726	FALSE
XLOC_001445	XLOC_001445	PF3D7_0609400	CLS	"mitochondrial cardiolipin synthase, putative"	No	Pf3D7_06_v3:399812-401624	KO	WT	OK	58.7408	55.1701	-0.461628	0.5869	0.86488	no	401624	FALSE
XLOC_001759	XLOC_001759	PF3D7_0703700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_07_v3:146644-147394	KO	WT	OK	633.779	595.235	-0.462484	0.58545	0.864825	no	147394	FALSE
XLOC_004615	XLOC_004615	PF3D7_1333600	UTP4	"U3 small nucleolar RNA-associated protein 4, putative"	No	Pf3D7_13_v3:1373389-1377397	KO	WT	OK	40.2755	37.8197	-0.466241	0.58075	0.863854	no	1377397	FALSE
XLOC_003355	XLOC_003355	PF3D7_1116800	HSP101	heat shock protein 101	No	Pf3D7_11_v3:636093-639511	KO	WT	OK	658.771	618.548	-0.469102	0.5768	0.862739	no	639511	FALSE
XLOC_002212	XLOC_002212	PF3D7_0828300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_08_v3:1221024-1222683	KO	WT	OK	70.6533	66.3273	-0.46581	0.5895	0.865293	no	250122	FALSE
XLOC_003353	XLOC_003353	PF3D7_1116600	STT3	"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3, putative"	No	Pf3D7_11_v3:626708-629432	KO	WT	OK	43.4884	40.8245	-0.46588	0.58355	0.864055	no	629432	FALSE
XLOC_003537	XLOC_003537	PF3D7_1204200		"conserved Plasmodium protein, unknown function"	No	Pf3D7_12_v3:202947-204837	KO	WT	OK	53.1924	49.9331	-0.464061	0.58755	0.865117	no	202948	FALSE
XLOC_003148	XLOC_003148	PF3D7_1126300		"DnaJ protein, putative"	No	Pf3D7_11_v3:1026975-1029544	KO	WT	OK	73.0056	68.5305	-0.466247	0.5828	0.864055	no	1011364	FALSE
XLOC_003057	XLOC_003057	PF3D7_1108000		"IWS1-like protein, putative"	No	Pf3D7_11_v3:352555-354262	KO	WT	OK	197.68	185.555	-0.466784	0.5884	0.865293	no	352556	FALSE
XLOC_004319	XLOC_004319	PF3D7_1351400		"60S ribosomal protein L17, putative"	No	Pf3D7_13_v3:2052107-2053384	KO	WT	OK	3029.57	2843.64	-0.471411	0.57905	0.863854	no	873128	FALSE
XLOC_005321	XLOC_005321	PF3D7_1420000	SF3B4	"splicing factor 3B subunit 4, putative"	No	Pf3D7_14_v3:828903-830773	KO	WT	OK	259.815	243.869	-0.46758	0.58595	0.864825	no	830773	FALSE
XLOC_001159	XLOC_001159	PF3D7_0518300		"proteasome subunit beta type-1, putative"	No	Pf3D7_05_v3:759830-760998	KO	WT	OK	496.539	466.025	-0.466596	0.57975	0.863854	no	582559	FALSE
XLOC_005294	XLOC_005294	PF3D7_1414800	SMB1	"small nuclear ribonucleoprotein-associated protein B, putative"	No	Pf3D7_14_v3:599762-600680	KO	WT	OK	523.499	491.212	-0.471576	0.58375	0.864055	no	600680	FALSE
XLOC_005343	XLOC_005343	PF3D7_1423700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:959073-963750	KO	WT	OK	221.099	207.452	-0.474706	0.5755	0.862551	no	963750	FALSE
XLOC_000805	XLOC_000805	PF3D7_0406900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_04_v3:353654-359878	KO	WT	OK	5.8392	5.47878	-0.400582	0.6345	0.879915	no	359878	FALSE
XLOC_000677	XLOC_000677	PF3D7_0409200	SOF1	"protein SOF1, putative"	No	Pf3D7_04_v3:438886-440335	KO	WT	OK	279.374	262.113	-0.47143	0.57565	0.862551	no	438887	FALSE
XLOC_003388	XLOC_003388	PF3D7_1124100	BDCP	"beige/BEACH domain protein, putative"	No	Pf3D7_11_v3:951381-956343	KO	WT	OK	45.4466	42.635	-0.469358	0.5812	0.863854	no	956343	FALSE
XLOC_002889	XLOC_002889	PF3D7_1015600	HSP60	heat shock protein 60	No	Pf3D7_10_v3:627043-629040	KO	WT	OK	305.993	287.042	-0.474119	0.58065	0.863854	no	629040	FALSE
XLOC_001464	XLOC_001464	PF3D7_0612700	P12	6-cysteine protein	No	Pf3D7_06_v3:525986-527030	KO	WT	OK	10.7176	10.0532	-0.252395	0.77175	0.933689	no	527030	FALSE
XLOC_004178	XLOC_004178	PF3D7_1322100	SET2	histone-lysine N-methyltransferase SET2	No	Pf3D7_13_v3:920970-929449	KO	WT	OK	44.4166	41.6628	-0.473328	0.57925	0.863854	no	920971	FALSE
XLOC_004980	XLOC_004980	PF3D7_1436500		"GTP-binding protein, putative"	No	Pf3D7_14_v3:1488705-1490001	KO	WT	OK	21.2704	19.9508	-0.362708	0.67275	0.896831	no	1488706	FALSE
XLOC_004292	XLOC_004292	PF3D7_1345800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:1831841-1834991	KO	WT	OK	72.4466	67.9502	-0.471529	0.5816	0.863854	no	1093394	FALSE
XLOC_003101	XLOC_003101	PF3D7_1116500	FT2	folate transporter 2	No	Pf3D7_11_v3:624369-625737	KO	WT	OK	114.066	106.983	-0.47215	0.5838	0.864055	no	624370	FALSE
XLOC_000744	XLOC_000744	PF3D7_0422700	EIF4A3	"eukaryotic initiation factor 4A-III, putative"	No	Pf3D7_04_v3:1040469-1041642	KO	WT	OK	277.175	259.961	-0.472033	0.5744	0.861276	no	160020	FALSE
XLOC_005489	XLOC_005489	PF3D7_1453000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:2173026-2175822	KO	WT	OK	27.1981	25.5089	-0.463829	0.5906	0.865393	no	1116114	FALSE
XLOC_005291	XLOC_005291	PF3D7_1414200		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:564023-565247	KO	WT	OK	127.126	119.229	-0.47214	0.5839	0.864055	no	565247	FALSE
XLOC_003999	XLOC_003999	PF3D7_1238100		"calcyclin binding protein, putative"	No	Pf3D7_12_v3:1583908-1584595	KO	WT	OK	626.136	587.189	-0.472596	0.57905	0.863854	no	686899	FALSE
XLOC_000562	XLOC_000562	PF3D7_0307100	RPS12	"40S ribosomal protein S12, putative"	No	Pf3D7_03_v3:312692-313342	KO	WT	OK	3638.61	3412.25	-0.475974	0.58535	0.864825	no	313342	FALSE
XLOC_001496	XLOC_001496	PF3D7_0619000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_06_v3:788706-796025	KO	WT	OK	65.0977	61.0476	-0.474274	0.57655	0.862739	no	622217	FALSE
XLOC_003614	XLOC_003614	PF3D7_1219900		"ribulose-phosphate 3-epimerase, putative"	No	Pf3D7_12_v3:796499-797183	KO	WT	OK	234.136	219.552	-0.47245	0.58165	0.863854	no	796500	FALSE
XLOC_004122	XLOC_004122	PF3D7_1311800	M1AAP	M1-family alanyl aminopeptidase	No	Pf3D7_13_v3:501789-505047	KO	WT	OK	633.556	594.069	-0.478508	0.57725	0.862739	no	501790	FALSE
XLOC_004586	XLOC_004586	PF3D7_1327100		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:1138557-1141561	KO	WT	OK	2.67243	2.50586	-0.150279	0.86865	0.966967	no	1141561	FALSE
XLOC_003565	XLOC_003565	PF3D7_1210000	RPL1	"50S ribosomal protein L1, apicoplast, putative"	No	Pf3D7_12_v3:452594-453828	KO	WT	OK	94.024	88.1494	-0.466379	0.58655	0.864825	no	452595	FALSE
XLOC_005524	XLOC_005524	PF3D7_1460300	RPL29	"60S ribosomal protein L29, putative"	No	Pf3D7_14_v3:2459213-2459964	KO	WT	OK	28735.4	26939.7	-0.466991	0.5909	0.865393	no	831972	FALSE
XLOC_001548	XLOC_001548	PF3D7_0629100	NAPRT	"nicotinate phosphoribosyltransferase, putative"	No	Pf3D7_06_v3:1196040-1198038	KO	WT	OK	60.2894	56.5123	-0.477435	0.5798	0.863854	no	220204	FALSE
XLOC_003750	XLOC_003750	PF3D7_1246200	ACT1	actin I	No	Pf3D7_12_v3:1920783-1921914	KO	WT	OK	1366.27	1280.44	-0.483577	0.57575	0.862551	no	350710	FALSE
XLOC_001184	XLOC_001184	PF3D7_0523100		"mitochondrial-processing peptidase subunit alpha, putative"	No	Pf3D7_05_v3:963226-965044	KO	WT	OK	180.311	168.966	-0.47829	0.5737	0.860787	no	378513	FALSE
XLOC_003643	XLOC_003643	PF3D7_1225800	UBA1	ubiquitin-activating enzyme E1	No	Pf3D7_12_v3:1045994-1049831	KO	WT	OK	132.483	124.127	-0.483032	0.56545	0.855821	no	1045995	FALSE
XLOC_003860	XLOC_003860	PF3D7_1209900	ABCB7	"ABC transporter B family member 7, putative"	No	Pf3D7_12_v3:448771-451339	KO	WT	OK	24.1575	22.6277	-0.465746	0.59415	0.866904	no	451339	FALSE
XLOC_004850	XLOC_004850	PF3D7_1410200	CTPS	cytidine triphosphate synthetase	No	Pf3D7_14_v3:400417-402994	KO	WT	OK	270.104	252.964	-0.487502	0.5641	0.854424	no	400418	FALSE
XLOC_001093	XLOC_001093	PF3D7_0505800	SUMO	small ubiquitin-related modifier	No	Pf3D7_05_v3:252046-252606	KO	WT	OK	12422.5	11634.1	-0.48422	0.56595	0.855821	no	252606	FALSE
XLOC_003975	XLOC_003975	PF3D7_1233000	EF-G	elongation factor G	No	Pf3D7_12_v3:1355316-1357728	KO	WT	OK	28.648	26.8283	-0.470347	0.5859	0.864825	no	913766	FALSE
XLOC_003978	XLOC_003978	PF3D7_1233800		"conserved Plasmodium protein, unknown function"	No	Pf3D7_12_v3:1405181-1405968	KO	WT	OK	121.984	114.222	-0.43924	0.61435	0.877336	no	865526	FALSE
XLOC_000941	XLOC_000941	PF3D7_0509500		"ERCC4 domain-containing protein, putative"	No	Pf3D7_05_v3:401436-402771	KO	WT	OK	10.9508	10.2529	-0.298064	0.7334	0.919737	no	401437	FALSE
XLOC_002951	XLOC_002951	PF3D7_1026000		"conserved Plasmodium protein, unknown function"	No	Pf3D7_10_v3:1098454-1099882	KO	WT	OK	663.833	621.439	-0.490177	0.5676	0.856886	no	587774	FALSE
XLOC_004085	XLOC_004085	PF3D7_1304300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_13_v3:231082-231724	KO	WT	OK	22.3568	20.9279	-0.252562	0.76945	0.933063	no	231083	FALSE
XLOC_002840	XLOC_002840	PF3D7_1005600		"DnaJ protein, putative"	No	Pf3D7_10_v3:244144-246535	KO	WT	OK	103.298	96.6873	-0.486527	0.5735	0.860787	no	246535	FALSE
XLOC_005050	XLOC_005050	PF3D7_1451100	eEF2	elongation factor 2	No	Pf3D7_14_v3:2090901-2093400	KO	WT	OK	1426.79	1335.48	-0.491484	0.562	0.853218	no	1201034	FALSE
XLOC_002051	XLOC_002051	PF3D7_0831000	GEXP09	"Plasmodium exported protein (PHISTb), unknown function"	No	Pf3D7_08_v3:1321416-1322825	KO	WT	OK	36.7033	34.3536	-0.438663	0.60525	0.873376	no	151388	FALSE
XLOC_005449	XLOC_005449	PF3D7_1445700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:1875420-1876874	KO	WT	OK	535.857	501.444	-0.491899	0.5618	0.853218	no	1415062	FALSE
XLOC_003947	XLOC_003947	PF3D7_1227100	DH60	DNA helicase 60	No	Pf3D7_12_v3:1093542-1095771	KO	WT	OK	127.621	119.425	-0.488589	0.5687	0.857201	no	1095771	FALSE
XLOC_001826	XLOC_001826	PF3D7_0716100	SDA1	"protein SDA1, putative"	No	Pf3D7_07_v3:707698-710908	KO	WT	OK	52.9877	49.584	-0.491419	0.562	0.853218	no	710908	FALSE
XLOC_000624	XLOC_000624	PF3D7_0321300		"conserved Plasmodium protein, unknown function"	No	Pf3D7_03_v3:890013-892764	KO	WT	OK	7.76528	7.26562	-0.363409	0.6734	0.896846	no	175207	FALSE
XLOC_004974	XLOC_004974	PF3D7_1435500		"conserved Plasmodium protein, unknown function"	No	Pf3D7_14_v3:1436279-1437044	KO	WT	OK	197.716	184.977	-0.490246	0.5684	0.857201	no	1436280	FALSE
XLOC_002340	XLOC_002340	PF3D7_0922200	SAMS	S-adenosylmethionine synthetase	No	Pf3D7_09_v3:903361-904570	KO	WT	OK	2266.33	2120.2	-0.495575	0.55815	0.850842	no	638373	FALSE
XLOC_000581	XLOC_000581	PF3D7_0311900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_03_v3:509290-511597	KO	WT	OK	12.8718	12.0416	-0.404175	0.6359	0.879915	no	511597	FALSE
XLOC_003038	XLOC_003038	PF3D7_1104400	Trx-mero	"thioredoxin, putative"	No	Pf3D7_11_v3:196766-198355	KO	WT	OK	416.388	389.408	-0.496394	0.56235	0.853218	no	196767	FALSE
XLOC_003517	XLOC_003517	PF3D7_1149400		"Plasmodium exported protein, unknown function"	No	Pf3D7_11_v3:1985869-1986639	KO	WT	OK	1205.61	1127.35	-0.497076	0.55815	0.850842	no	51701	FALSE
XLOC_001677	XLOC_001677	PF3D7_0722100		"PelOta protein homologue, putative"	No	Pf3D7_07_v3:944022-945234	KO	WT	OK	36.2323	33.8792	-0.436734	0.61195	0.877131	no	501184	FALSE
XLOC_004146	XLOC_004146	PF3D7_1316600	CCT	choline-phosphate cytidylyltransferase	No	Pf3D7_13_v3:691013-694125	KO	WT	OK	112.85	105.52	-0.495257	0.55635	0.849806	no	691014	FALSE
XLOC_001999	XLOC_001999	PF3D7_0821700		"60S ribosomal protein L22, putative"	No	Pf3D7_08_v3:973585-974267	KO	WT	OK	2729.28	2551.43	-0.497269	0.5593	0.851374	no	499219	FALSE
XLOC_000028	XLOC_000028	PF3D7_0106700	AARP2	small ribosomal subunit assembling AARP2 protein	No	Pf3D7_01_v3:281154-285459	KO	WT	OK	131.088	122.527	-0.501554	0.55495	0.849133	no	281155	FALSE
XLOC_002241	XLOC_002241	PF3D7_0903000		"conserved protein, unknown function"	No	Pf3D7_09_v3:129223-129700	KO	WT	OK	222.288	207.758	-0.446431	0.60325	0.871799	no	129224	FALSE
XLOC_003302	XLOC_003302	PF3D7_1106000	RUVB2	RuvB-like helicase 2	No	Pf3D7_11_v3:255713-257141	KO	WT	OK	356.63	333.23	-0.502971	0.5509	0.846902	no	257141	FALSE
XLOC_003344	XLOC_003344	PF3D7_1115300	FP2B	cysteine proteinase falcipain 2b	No	Pf3D7_11_v3:581249-582698	KO	WT	OK	120.067	112.178	-0.503643	0.55425	0.848383	no	582698	FALSE
XLOC_005444	XLOC_005444	PF3D7_1444500	eIK1	eukaryotic initiation factor 2alpha kinase 1	No	Pf3D7_14_v3:1833781-1838598	KO	WT	OK	14.168	13.2351	-0.49002	0.56975	0.857416	no	1453338	FALSE
XLOC_002301	XLOC_002301	PF3D7_0915900		"conserved Plasmodium protein, unknown function"	No	Pf3D7_09_v3:665977-666478	KO	WT	OK	209.192	195.403	-0.459314	0.59475	0.867114	no	665978	FALSE
XLOC_001161	XLOC_001161	PF3D7_0518500	DDX23	"ATP-dependent RNA helicase DDX23, putative"	No	Pf3D7_05_v3:763531-766903	KO	WT	OK	111.486	104.119	-0.505703	0.55395	0.848383	no	576654	FALSE
XLOC_002037	XLOC_002037	PF3D7_0829100	CCDC124	"conserved protein, unknown function"	No	Pf3D7_08_v3:1252348-1253796	KO	WT	OK	234.316	218.826	-0.499689	0.5559	0.849592	no	220456	FALSE
XLOC_002177	XLOC_002177	PF3D7_0820200	PGPS	phosphatidylglycerophosphate synthase	No	Pf3D7_08_v3:912263-914249	KO	WT	OK	73.097	68.2635	-0.504299	0.55655	0.849867	no	558556	FALSE
XLOC_004221	XLOC_004221	PF3D7_1330800		"RNA-binding protein, putative"	No	Pf3D7_13_v3:1294614-1296966	KO	WT	OK	513.556	479.526	-0.509738	0.5499	0.846604	no	1294615	FALSE
XLOC_000616	XLOC_000616	PF3D7_0319100	RBX1	"E3 ubiquitin-protein ligase RBX1, putative"	No	Pf3D7_03_v3:802259-802583	KO	WT	OK	1040.08	971.127	-0.451554	0.59745	0.867812	no	265388	FALSE
XLOC_002167	XLOC_002167	PF3D7_0818600	PBLP	"BEM46-like protein, putative"	No	Pf3D7_08_v3:845252-847380	KO	WT	OK	33.4138	31.1959	-0.38143	0.6491	0.885963	no	625425	FALSE
XLOC_003956	XLOC_003956	PF3D7_1229100	MRP2	multidrug resistance-associated protein 2	No	Pf3D7_12_v3:1192887-1199214	KO	WT	OK	155.902	145.542	-0.512453	0.54555	0.842762	no	1072280	FALSE
XLOC_000627	XLOC_000627	PF3D7_0322000	CYP19A	peptidyl-prolyl cis-trans isomerase	No	Pf3D7_03_v3:928643-929159	KO	WT	OK	4106.69	3833.79	-0.511092	0.55095	0.846902	no	138812	FALSE
XLOC_005557	XLOC_005557	PF3D7_1467400	RPL22	"50S ribosomal protein L22, apicoplast, putative"	No	Pf3D7_14_v3:2753135-2754020	KO	WT	OK	62.6758	58.5054	-0.456868	0.5923	0.865393	no	537916	FALSE
XLOC_002286	XLOC_002286	PF3D7_0912700		"conserved Plasmodium protein, unknown function"	No	Pf3D7_09_v3:562676-562934	KO	WT	OK	1163	1085.53	-0.311764	0.7167	0.914878	no	562677	FALSE
XLOC_001073	XLOC_001073	PF3D7_0501900		"conserved protein, unknown function"	No	Pf3D7_05_v3:95160-96633	KO	WT	OK	20.6239	19.2446	-0.364442	0.67645	0.89701	no	96633	FALSE
XLOC_005433	XLOC_005433	PF3D7_1442300	tRIP	tRNA import protein tRIP	No	Pf3D7_14_v3:1712625-1714065	KO	WT	OK	319.925	298.515	-0.511351	0.5481	0.845226	no	1577871	FALSE
XLOC_000147	XLOC_000147	PF3D7_0113900	CBP1	"Plasmodium exported protein (hyp8), unknown function"	No	Pf3D7_01_v3:537108-538025	KO	WT	OK	83.1701	77.6007	-0.456122	0.59555	0.867114	no	102826	TRUE
XLOC_001451	XLOC_001451	PF3D7_0610900	SPT5	"transcription elongation factor SPT5, putative"	No	Pf3D7_06_v3:456746-460589	KO	WT	OK	84.4634	78.8031	-0.512314	0.546	0.843212	no	460589	FALSE
XLOC_005101	XLOC_005101	PF3D7_1460600	ISP3	inner membrane complex sub-compartment protein 3	No	Pf3D7_14_v3:2473757-2474204	KO	WT	OK	19.7799	18.4541	-0.180777	0.8355	0.959181	no	818178	FALSE
XLOC_004210	XLOC_004210	PF3D7_1328700		Plasmodium RNA of unknown function RUF1	No	Pf3D7_13_v3:1213393-1213615	KO	WT	OK	6942.33	6476.76	-0.427981	0.616	0.878118	no	1213394	FALSE
XLOC_001850	XLOC_001850	PF3D7_0722500	CWC15	"pre-mRNA-splicing factor CWC15, putative"	No	Pf3D7_07_v3:956919-958017	KO	WT	OK	184.957	172.521	-0.513573	0.54865	0.845829	no	487190	FALSE
XLOC_003729	XLOC_003729	PF3D7_1242600		protein farnesyltransferase subunit alpha	No	Pf3D7_12_v3:1800561-1802310	KO	WT	OK	45.2428	42.1963	-0.497683	0.5672	0.856525	no	470932	FALSE
