geneID,name,tsGenLoc,description,loc,dist2Telo,family,H3K9me3_Salcedo-Amaya_Asex,HP1_Flueck_Asex,H3K9me3.RPKM.Troph.Bunnik,H3K9me3.RPKM.Gam.Bunnik,H3K9me3_Bunnik_Asex,H3K9me3_Bunnik_GC,HP1.RPKM.Schizonts.Fraschka,HP1.RPKM.eGC.Fraschka,HP1.RPKM.lGC.Fraschka,HP1.GeneCluster.Fraschka,HP1_Fraschka_Asex,HP1_Fraschka_eGC,HP1_Fraschka_lGC,H3K9.GamAsex.log2Ratio,HP1.GamAsex.log2Ratio,Repressed_in_GC,Derepressed_in_GC
PF3D7_1141900,IMC1b,Pf3D7_11_v3: 1676255 - 1677769 (-),"inner membrane complex protein 1b, putative (IMC1b)",0,360571,invasion/motility,0,0,0.1,0.1,0,0,0.39,0.49,0.52,12,0,0,0,0,0.415037499,0,0
PF3D7_1003600,IMC1c,Pf3D7_10_v3: 164945 - 165790 (+),"inner membrane complex protein 1c, putative (IMC1c)",0,164945,invasion/motility,0,0,0.1,0.1,0,0,0.37,0.73,0.5,11,0,0,0,0,0.434402824,0,0
PF3D7_0708600,IMC1d,Pf3D7_07_v3: 389473 - 390365 (-),"inner membrane complex protein 1d, putative (IMC1d)",0,390365,invasion/motility,0,0,0.1,0.1,0,0,0.44,0.59,0.48,12,0,0,0,0,0.125530882,0,0
PF3D7_0304100,IMC1e,Pf3D7_03_v3: 204542 - 206119 (+),"inner membrane complex protein 1e, putative (IMC1e)",0,204542,invasion/motility,0,0,0.1,0.1,0,0,0.38,0.58,0.53,11,0,0,0,0,0.479992941,0,0
PF3D7_1351700,IMC1f,Pf3D7_13_v3: 2059616 - 2063924 (+),"inner membrane complex protein 1f, putative (IMC1f)",0,865620,invasion/motility,0,0,0.1,0.1,0,0,0.31,0.42,0.49,10,0,0,0,0,0.660513534,0,0
PF3D7_0525800,IMC1g,Pf3D7_05_v3: 1071247 - 1072149 (+),"inner membrane complex protein 1g, putative (IMC1g)",0,272310,invasion/motility,0,0,0.1,0.1,0,0,0.53,0.65,0.57,11,0,0,0,0,0.10496956,0,0
PF3D7_1221400,IMC1h,Pf3D7_12_v3: 857097 - 858671 (+),"inner membrane complex protein 1h, putative (IMC1h)",0,857097,invasion/motility,0,0,0.1,0.1,0,0,0.37,0.51,0.58,11,0,0,0,0,0.648527629,0,0
PF3D7_0823500,IMC1i,Pf3D7_08_v3: 1037100 - 1038608 (-),"inner membrane complex protein 1i, putative (IMC1i)",0,434197,invasion/motility,0,0,0.1,0.1,0,0,0.49,0.57,0.51,11,0,0,0,0,0.057715498,0,0
PF3D7_1341800,IMC1k,Pf3D7_13_v3: 1646330 - 1647718 (-),"inner membrane complex protein 1k, putative (IMC1k)",0,1277518,invasion/motility,0,0,0.1,0.1,0,0,0.45,0.62,0.46,12,0,0,0,0,0.03170886,0,0
PF3D7_1417000,IMC1l,Pf3D7_14_v3: 688592 - 689740 (+),"inner membrane complex protein 1l, putative (IMC1l)",0,688592,invasion/motility,0,0,0.1,0.1,0,0,0.47,0.56,0.49,12,0,0,0,0,0.060120992,0,0
PF3D7_1028900,IMC1m,Pf3D7_10_v3: 1184728 - 1185946 (-),"inner membrane complex protein 1m, putative (IMC1m)",secretoryPathway,501710,invasion/motility,0,0,3.2,12.2,0,0,0.38,0.57,0.55,11,0,0,0,1.930737338,0.5334322,0,0
PF3D7_1447500,IMC20,Pf3D7_14_v3: 1941056 - 1941686 (+),"inner membrane complex protein, putative (IMC20)",0,1350880,invasion/motility,0,0,0.1,0.1,0,0,0.3,0.58,0.49,12,0,0,0,0,0.707819249,0,0
PF3D7_1011000,ISP1,Pf3D7_10_v3: 429204 - 430140 (-),inner membrane complex sub-compartment protein 1 (ISP1),0,430140,other,0,0,0.1,0.1,0,0,0.31,0.43,0.47,10,0,0,0,0,0.600392541,0,0
PF3D7_1460600,ISP3,Pf3D7_14_v3: 2473758 - 2474204 (+),inner membrane complex sub-compartment protein 3 (ISP3),0,818178,other,0,0,0.1,0.1,0,0,0.36,0.55,0.58,11,0,0,0,0,0.688055994,0,0
PF3D7_1341500,ISC1,Pf3D7_13_v3: 1639617 - 1641143 (+),"inner membrane complex suture component, putative (ISC1)",0,1285619,other,0,0,0.1,0.1,0,0,0.42,0.54,0.53,12,0,0,0,0,0.335603032,0,0
PF3D7_1431900,ISC3,Pf3D7_14_v3: 1253540 - 1256878 (+),"inner membrane complex suture component, putative (ISC3)",intergralMembrane,1253540,other,0,0,0.1,0.1,0,0,0.35,0.46,0.49,12,0,0,0,0,0.485426827,0,0
PF3D7_1471200,SulP,Pf3D7_14_v3: 2912386 - 2915354 (+),"inorganic anion exchanger, inorganic anion antiporter (SulP)",intergralMembrane,379550,other,0,0,0.1,0.1,0,0,0.34,0.58,0.56,11,0,0,0,0,0.719892081,0,0
PF3D7_0316300,PF3D7_0316300.2 protein,Pf3D7_03_v3: 658272 - 661643 (+),"inorganic pyrophosphatase, putative",secretoryPathway,409699,other,0,0,0.1,5.4,0,0,0.31,0.46,0.54,12,0,0,0,5.754887502,0.800691192,0,0
PF3D7_0920800,IMPDH,Pf3D7_09_v3: 852525 - 854057 (-),inosine-5'-monophosphate dehydrogenase (IMPDH),0,687678,other,0,0,0.1,0.1,0,0,0.41,0.62,0.53,11,0,0,0,0,0.37036845,0,0
PF3D7_0802500,PF3D7_0802500 protein,Pf3D7_08_v3: 174647 - 178906 (-),"inositol 5-phosphatase, putative",secretoryPathway,178906,other,0,0,0.1,0.1,0,0,0.39,0.38,0.45,10,0,0,0,0,0.206450877,0,0
PF3D7_1316100,IPK2,Pf3D7_13_v3: 673717 - 678522 (+),"inositol polyphosphate kinase, putative (IPK2)",0,673717,other,0,0,0.1,0.1,0,0,0.53,0.6,0.61,11,0,0,0,0,0.202816883,0,0
PF3D7_0511800,INO1,Pf3D7_05_v3: 520720 - 522693 (-),inositol-3-phosphate synthase (INO1),0,522693,other,0,0,0.1,0.1,0,0,0.37,0.63,0.5,11,0,0,0,0,0.434402824,0,0
PF3D7_0705500,PF3D7_0705500 protein,Pf3D7_07_v3: 270022 - 278706 (-),"inositol-phosphate phosphatase, putative",0,278706,other,0,0,0.1,0.1,0,0,0.45,0.49,0.46,12,0,0,0,0,0.03170886,0,0
PF3D7_1354200,IP5P,Pf3D7_13_v3: 2160318 - 2162729 (-),"inositol-polyphosphate 5-phosphatase, putative (IP5P)",secretoryPathway,762507,other,0,0,0.1,0.1,0,0,0.27,0.49,0.45,12,0,0,0,0,0.736965594,0,0
PF3D7_1118300,PF3D7_1118300 protein,Pf3D7_11_v3: 694655 - 699121 (+),"insulinase, putative",0,694655,other,0,0,0.1,0.1,0,0,0.33,0.52,0.46,12,0,0,0,0,0.479167837,0,0
PF3D7_1213500,PF3D7_1213500 protein,Pf3D7_12_v3: 583089 - 585323 (+),"integral membrane protein GPR180, putative",intergralMembrane,583089,other,0,0,0.1,0.1,0,0,0.34,0.37,0.42,10,0,0,0,0,0.304854582,0,0
PF3D7_0501400,FIRA,Pf3D7_05_v3: 74509 - 79842 (+),interspersed repeat antigen (FIRA),0,74509,other,0,1,0.1,0.1,0,0,0.44,0.66,0.65,11,0,0,0,0,0.562936194,0,0
PF3D7_1223700,PF3D7_1223700 protein,Pf3D7_12_v3: 968980 - 970073 (+),"iron transporter, putative",intergralMembrane,968980,other,0,0,0.1,0.1,0,0,0.41,0.52,0.5,12,0,0,0,0,0.286304185,0,0
PF3D7_1361600,PF3D7_1361600 protein,Pf3D7_13_v3: 2469127 - 2469540 (-),"iron-sulfur assembly protein, putative",0,455696,other,0,0,4,0.1,0,0,0.35,0.55,0.5,12,0,0,0,-5.321928095,0.514573173,0,0
PF3D7_0207200,IscA1,Pf3D7_02_v3: 288183 - 288665 (-),"iron-sulfur assembly protein, putative (IscA1)",mitochondrion,288665,other,0,0,6.2,0.1,0,0,0.35,0.44,0.44,10,0,0,0,-5.95419631,0.330148602,0,0
PF3D7_0322500,IscA2,Pf3D7_03_v3: 945537 - 946751 (-),"iron-sulfur assembly protein, putative (IscA2)",0,121220,other,0,0,0.1,0.1,0,0,0.36,0.35,0.39,10,0,0,0,0,0.115477217,0,0
PF3D7_0522700,SufA,Pf3D7_05_v3: 942767 - 943873 (+),"iron-sulfur assembly protein, putative (SufA)",secretoryPathway,400790,other,0,0,0.1,9.6,0,0,0.33,0.43,0.5,10,0,0,0,6.584962501,0.59946207,0,0
PF3D7_1212800,PF3D7_1212800 protein,Pf3D7_12_v3: 565966 - 566931 (+),iron-sulfur subunit of succinate dehydrogenase,mitochondrion,565966,other,0,0,0.1,0.1,0,0,0.4,0.49,0.46,12,0,0,0,0,0.201633861,0,0
PF3D7_1345700,IDH,Pf3D7_13_v3: 1828283 - 1829689 (-),"isocitrate dehydrogenase [NADP], mitochondrial (IDH)",mitochondrion,1095547,other,0,0,0.1,0.1,0,0,0.39,0.55,0.55,11,0,0,0,0,0.495957495,0,0
PF3D7_1225100,PF3D7_1225100 protein,Pf3D7_12_v3: 1018506 - 1024008 (+),"isoleucine--tRNA ligase, putative",apicoplast,1018506,other,0,0,0.1,0.1,0,0,0.31,0.5,0.42,10,0,0,0,0,0.438121112,0,0
PF3D7_1332900,PF3D7_1332900 protein,Pf3D7_13_v3: 1350042 - 1353860 (-),"isoleucine--tRNA ligase, putative",0,1353860,other,0,0,0.1,0.1,0,0,0.37,0.5,0.42,12,0,0,0,0,0.182864057,0,0
PF3D7_1108000,PF3D7_1108000 protein,Pf3D7_11_v3: 352556 - 354262 (+),"IWS1-like protein, putative",nucleus,352556,other,0,0,0.1,0.1,0,0,0.31,0.44,0.49,10,0,0,0,0,0.660513534,0,0
PF3D7_0809900,JmjC1,Pf3D7_08_v3: 508224 - 512428 (-),JmjC domain containing protein (JmjC1),0,512428,other,0,0,0.1,0.1,0,0,0.31,0.48,0.48,12,0,0,0,0,0.63076619,0,0
PF3D7_0602800,JmjC2,Pf3D7_06_v3: 116084 - 118024 (+),JmjC domain containing protein (JmjC2),nucleus,116084,other,0,0,0.1,6.9,0,0,0.36,0.5,0.36,10,0,0,0,6.108524457,0,0,0
PF3D7_0812400,KARalpha,Pf3D7_08_v3: 621805 - 623442 (-),karyopherin alpha (KARalpha),0,623442,other,0,0,0.1,0.1,0,0,0.37,0.41,0.6,12,0,0,0,0,0.69743723,0,0
PF3D7_0524000,KASbeta,Pf3D7_05_v3: 998753 - 1002124 (+),karyopherin beta (KASbeta),0,344804,other,0,0,0.1,0.1,0,0,0.42,0.51,0.53,12,0,0,0,0,0.335603032,0,0
PF3D7_1343700,K13,Pf3D7_13_v3: 1724817 - 1726997 (-),kelch protein K13 (K13),0,1198239,other,0,0,0.1,0.1,0,0,0.3,0.46,0.44,10,0,0,0,0,0.552541023,0,0
PF3D7_0724800,PF3D7_0724800 protein,Pf3D7_07_v3: 1047427 - 1049362 (-),"kelch protein, putative",0,395845,other,0,0,0.1,4.9,0,0,0.35,0.43,0.42,10,0,0,0,5.614709844,0.263034406,0,0
PF3D7_1022600,PF3D7_1022600 protein,Pf3D7_10_v3: 948477 - 951152 (+),"kelch protein, putative",0,739179,other,0,0,0.1,0.1,0,0,0.29,0.57,0.44,12,0,0,0,0,0.601450624,0,0
PF3D7_1125700,PF3D7_1125700 protein,Pf3D7_11_v3: 1004780 - 1007354 (-),"kelch protein, putative",0,1007354,other,0,0,0.1,0.1,0,0,0.39,0.45,0.55,12,0,0,0,0,0.495957495,0,0
PF3D7_1125800,PF3D7_1125800 protein,Pf3D7_11_v3: 1008409 - 1010853 (-),"kelch protein, putative",0,1010853,other,0,0,0.1,0.1,0,0,0.46,0.48,0.55,12,0,0,0,0,0.257797757,0,0
PF3D7_0514800,PF3D7_0514800 protein,Pf3D7_05_v3: 615282 - 617993 (-),"kinase, putative",0,617993,other,0,0,0.1,0.1,0,0,0.31,0.38,0.42,10,0,0,0,0,0.438121112,0,0
PF3D7_1245100,KLP8,Pf3D7_12_v3: 1883469 - 1887681 (+),"kinesin-13, putative (KLP8)",0,388025,other,0,0,0.1,0.1,0,0,0.4,0.48,0.6,11,0,0,0,0,0.584962501,0,0
PF3D7_0724900,PF3D7_0724900 protein,Pf3D7_07_v3: 1052465 - 1058158 (+),"kinesin-19, putative",0,392742,other,0,0,0.1,0.1,0,0,0.45,0.57,0.51,11,0,0,0,0,0.180572246,0,0
PF3D7_0317500,EG5,Pf3D7_03_v3: 716523 - 721831 (-),kinesin-5 (EG5),0,346140,other,0,0,0.1,0.1,0,0,0.29,0.48,0.48,12,0,0,0,0,0.726981506,0,0
PF3D7_1211000,PF3D7_1211000 protein,Pf3D7_12_v3: 484065 - 489902 (+),"kinesin-7, putative",0,484065,other,0,0,0.1,0.1,0,0,0.45,0.57,0.63,11,0,0,0,0,0.485426827,0,0
PF3D7_0111000,PF3D7_0111000 protein,Pf3D7_01_v3: 421776 - 427575 (-),"kinesin-8, putative",0,213276,other,0,0,0.1,0.1,0,0,0.39,0.6,0.54,11,0,0,0,0,0.469485283,0,0
PF3D7_0319400,PF3D7_0319400 protein,Pf3D7_03_v3: 810081 - 814172 (+),"kinesin-8, putative",0,257890,other,0,0,0.1,0.1,0,0,0.31,0.41,0.49,10,0,0,0,0,0.660513534,0,0
PF3D7_0806600,PF3D7_0806600 protein,Pf3D7_08_v3: 349317 - 353362 (-),"kinesin-like protein, putative",0,353362,other,0,0,0.1,0.1,0,0,0.23,0.42,0.41,10,0,0,0,0,0.833990049,0,0
PF3D7_1146700,PF3D7_1146700 protein,Pf3D7_11_v3: 1839423 - 1842878 (-),"kinesin-like protein, putative",0,195462,other,0,1,0.1,0.1,0,0,0.27,0.54,0.49,12,0,0,0,0,0.859822342,0,0
PF3D7_1245600,PF3D7_1245600 protein,Pf3D7_12_v3: 1900249 - 1905066 (-),"kinesin, putative",0,366428,other,0,0,0.1,0.1,0,0,0.46,0.5,0.43,12,0,0,0,0,-0.097297201,0,0
PF3D7_0616200,NDC80,Pf3D7_06_v3: 674118 - 676375 (+),"kinetochore protein NDC80, putative (NDC80)",0,674118,other,0,0,0.1,0.1,0,0,0.37,0.63,0.56,11,0,0,0,0,0.597901556,0,0
PF3D7_0316500,NUF2,Pf3D7_03_v3: 667006 - 668391 (+),"kinetochore protein NUF2, putative (NUF2)",nucleus,400965,other,0,0,0.1,0.1,0,0,0.27,0.49,0.5,12,0,0,0,0,0.888968688,0,0
PF3D7_1345900,SPC25,Pf3D7_13_v3: 1835511 - 1836799 (-),"kinetochore protein SPC25, putative (SPC25)",0,1088437,other,0,0,0.1,5.1,0,0,0.29,0.33,0.38,10,0,0,0,5.672425342,0.389946518,0,0
PF3D7_0201800,KAHsp40,Pf3D7_02_v3: 86832 - 88791 (-),knob associated heat shock protein 40 (KAHsp40),exported,88791,hsp,0,0,0.1,33.2,0,0,0.48,2.2,4.12,8,0,1,1,8.375039431,3.101538026,1,0
PF3D7_0202000,KAHRP,Pf3D7_02_v3: 103385 - 105796 (-),knob-associated histidine-rich protein (KAHRP),exported,105796,other,0,0,0.1,51.1,0,1,0.3,3.61,5.17,8,0,1,1,8.997179481,4.107129875,1,0
PF3D7_1344100,PF3D7_1344100 protein,Pf3D7_13_v3: 1764190 - 1766607 (+),"krox-like protein, putative",mitochondrion,1161046,other,0,0,0.1,0.1,0,0,0.39,0.44,0.48,10,0,0,0,0,0.299560282,0,0
PF3D7_0208200,KRR1,Pf3D7_02_v3: 335679 - 336581 (-),"KRR1 small subunit processome component, putative (KRR1)",0,336581,other,0,0,3.8,0.1,0,0,0.4,0.63,0.49,11,0,0,0,-5.247927513,0.292781749,0,0
PF3D7_1324900,LDH,Pf3D7_13_v3: 1041157 - 1042107 (+),L-lactate dehydrogenase (LDH),secretoryPathway,1041157,other,0,0,0.5,0.1,0,0,0.34,0.51,0.47,12,0,0,0,-2.321928095,0.46712601,0,0
PF3D7_0103700,PSTK,Pf3D7_01_v3: 166513 - 168687 (+),"L-seryl-tRNA(Sec) kinase, putative (PSTK)",0,166513,other,0,0,0.1,0.1,0,0,0.4,0.55,0.55,11,0,0,0,0,0.459431619,0,0
PF3D7_1466700,PF3D7_1466700 protein,Pf3D7_14_v3: 2729370 - 2730811 (+),"large ribosomal subunit assembling protein, putative",0,562566,other,0,0,0.1,0.1,0,0,0.25,0.43,0.39,10,0,0,0,0,0.641546029,0,0
PF3D7_1431300,PF3D7_1431300 protein,Pf3D7_14_v3: 1231036 - 1233841 (+),"large ribosomal subunit associated GTPase, putative",0,1231036,other,0,0,0.1,0.1,0,0,0.41,0.43,0.54,12,0,0,0,0,0.397335498,0,0
PF3D7_1457700,PF3D7_1457700 protein,Pf3D7_14_v3: 2367287 - 2371723 (+),"large ribosomal subunit nuclear export factor, putative",nucleus,924649,other,0,0,0.1,0.1,0,0,0.3,0.34,0.53,10,0,0,0,0,0.821029859,0,0
PF3D7_1126400,PF3D7_1126400 protein,Pf3D7_11_v3: 1030679 - 1031481 (+),"large ribosomal subunit processing factor, putative",0,1007661,other,0,0,0.1,8.3,0,0,0.27,0.38,0.44,10,0,0,0,6.375039431,0.704544116,0,0
PF3D7_1354300,PF3D7_1354300 protein,Pf3D7_13_v3: 2164239 - 2167416 (-),"large subunit rRNA methyltransferase, putative",0,757820,other,0,0,0.1,0.1,0,0,0.39,0.38,0.58,10,0,0,0,0,0.572578776,0,0
PF3D7_1020000,PF3D7_1020000 protein,Pf3D7_10_v3: 811106 - 813484 (-),"large subunit rRNA processing RRM protein, putative",0,813484,other,0,0,0.1,0.1,0,0,0.32,0.41,0.42,10,0,0,0,0,0.392317423,0,0
PF3D7_1475500,CCp1,Pf3D7_14_v3: 3106949 - 3111811 (+),LCCL domain-containing protein (CCp1),secretoryPathway,184987,other,0,1,0.1,0.1,0,0,23.61,13.31,11.32,2,1,1,1,0,-1.060524083,0,0
PF3D7_1455800,CCp2,Pf3D7_14_v3: 2285113 - 2290227 (+),LCCL domain-containing protein (CCp2),secretoryPathway,1006823,other,0,0,0.1,0.1,0,0,0.3,0.55,0.49,12,0,0,0,0,0.707819249,0,0
PF3D7_1407000,CCp3,Pf3D7_14_v3: 253542 - 257360 (+),LCCL domain-containing protein (CCp3),secretoryPathway,253542,other,0,0,0.1,0.1,0,0,0.3,0.51,0.52,12,0,0,0,0,0.793549123,0,0
PF3D7_0903800,CCp4,Pf3D7_09_v3: 179187 - 183991 (+),LCCL domain-containing protein (CCp4),secretoryPathway,179187,other,0,0,0.1,0.1,0,0,0.52,0.62,0.51,11,0,0,0,0,-0.028014376,0,0
PF3D7_0109100,CCp5,Pf3D7_01_v3: 365610 - 368795 (+),LCCL domain-containing protein (CCp5),secretoryPathway,275241,other,0,0,0.1,0.1,0,0,0.41,0.5,0.5,12,0,0,0,0,0.286304185,0,0
PF3D7_1451600,LAP5,Pf3D7_14_v3: 2115436 - 2118190 (-),LCCL domain-containing protein (LAP5),secretoryPathway,1173746,other,0,0,0.1,0.1,0,0,0.37,0.61,0.5,11,0,0,0,0,0.434402824,0,0
PF3D7_0719500,PF3D7_0719500 protein,Pf3D7_07_v3: 854652 - 856654 (-),"LEM3/CDC50 family protein, putative",secretoryPathway,588553,other,0,0,0.1,0.1,0,0,0.38,0.55,0.49,12,0,0,0,0,0.366782331,0,0
PF3D7_1133300,PF3D7_1133300 protein,Pf3D7_11_v3: 1290501 - 1291601 (+),"LEM3/CDC50 family protein, putative",exported,747839,other,0,0,0.1,0.1,0,0,0.43,0.53,0.51,12,0,0,0,0,0.246160587,0,0
PF3D7_0417300,PF3D7_0417300 protein,Pf3D7_04_v3: 750860 - 753712 (-),"LETM1-like protein, putative",secretoryPathway,446778,other,0,0,0.1,0.1,0,0,0.39,0.51,0.52,12,0,0,0,0,0.415037499,0,0
PF3D7_0212900,PF3D7_0212900 protein,Pf3D7_02_v3: 533253 - 534350 (+),"Leu/Phe-tRNA protein transferase, putative",0,413849,other,0,0,0.1,0.1,0,0,0.36,0.54,0.5,12,0,0,0,0,0.473931188,0,0
PF3D7_1439700,PF3D7_1439700 protein,Pf3D7_14_v3: 1613853 - 1615542 (-),"leucine carboxyl methyltransferase, putative",0,1615542,other,0,0,0.1,0.1,0,0,0.22,0.48,0.45,10,0,0,0,0,1.032421478,0,0
PF3D7_0622800,PF3D7_0622800 protein,Pf3D7_06_v3: 919685 - 924028 (+),"leucine--tRNA ligase, putative",0,498557,other,0,0,0.1,0.1,0,0,0.41,0.54,0.55,12,0,0,0,0,0.423807709,0,0
PF3D7_0828200,PF3D7_0828200 protein,Pf3D7_08_v3: 1216271 - 1220716 (+),"leucine--tRNA ligase, putative",apicoplast,256534,other,0,0,0.1,0.1,0,0,0.43,0.56,0.51,12,0,0,0,0,0.246160587,0,0
PF3D7_1032800,LRR1,Pf3D7_10_v3: 1313255 - 1314721 (-),leucine-rich repeat protein (LRR1),0,372935,other,0,0,0.1,0.1,0,0,0.32,0.52,0.5,12,0,0,0,0,0.64385619,0,0
PF3D7_1146500,LRR10,Pf3D7_11_v3: 1830464 - 1831417 (+),leucine-rich repeat protein (LRR10),0,207876,other,0,0,0.1,15.3,0,0,0.33,0.4,0.48,10,0,0,0,7.257387843,0.540568381,0,0
PF3D7_1123200,LRR11,Pf3D7_11_v3: 918228 - 921069 (+),leucine-rich repeat protein (LRR11),0,918228,other,0,0,0.1,0.1,0,0,0.37,0.63,0.52,11,0,0,0,0,0.490986353,0,0
PF3D7_1249600,LRR12,Pf3D7_12_v3: 2018995 - 2022007 (-),leucine-rich repeat protein (LRR12),0,249487,other,0,0,0.1,0.1,0,0,0.34,0.33,0.45,10,0,0,0,0,0.404390255,0,0
PF3D7_1228100,LRR13,Pf3D7_12_v3: 1141583 - 1143194 (-),leucine-rich repeat protein (LRR13),0,1128300,other,0,0,0.1,0.1,0,0,0.27,0.48,0.42,10,0,0,0,0,0.637429921,0,0
PF3D7_1468300,LRR14.1,Pf3D7_14_v3: 2803593 - 2804613 (+),leucine-rich repeat protein (LRR14.1),0,488343,other,0,0,0.1,0.1,0,0,0.28,0.46,0.48,10,0,0,0,0,0.777607579,0,0
PF3D7_0509200,LRR2,Pf3D7_05_v3: 386956 - 388505 (+),leucine-rich repeat protein (LRR2),0,386956,other,0,0,0.1,0.1,0,0,0.28,0.33,0.4,10,0,0,0,0,0.514573173,0,0
PF3D7_1452100,LRR3,Pf3D7_14_v3: 2141662 - 2142678 (+),leucine-rich repeat protein (LRR3),0,1150274,other,0,0,0.1,7.1,0,0,0.38,0.41,0.42,10,0,0,0,6.14974712,0.144389909,0,0
PF3D7_1347800,LRR4.1,Pf3D7_13_v3: 1911507 - 1912832 (+),leucine-rich repeat protein (LRR4.1),0,1013729,other,0,0,0.1,8.2,0,0,0.25,0.46,0.46,10,0,0,0,6.357552005,0.879705766,0,0
PF3D7_1432400,LRR5,Pf3D7_14_v3: 1275899 - 1282645 (-),leucine-rich repeat protein (LRR5),0,1282645,other,0,0,0.1,0.1,0,0,0.29,0.53,0.41,12,0,0,0,0,0.499571009,0,0
PF3D7_0612200,LRR6,Pf3D7_06_v3: 512972 - 519548 (-),leucine-rich repeat protein (LRR6),0,519548,other,0,0,0.1,0.1,0,0,0.29,0.48,0.47,10,0,0,0,0,0.696607857,0,0
PF3D7_0930200,LRR8,Pf3D7_09_v3: 1195693 - 1198462 (-),leucine-rich repeat protein (LRR8),0,343273,other,0,0,0.1,0.1,0,0,0.37,0.49,0.46,12,0,0,0,0,0.31410859,0,0
PF3D7_0906700,LRR9,Pf3D7_09_v3: 330499 - 331965 (-),leucine-rich repeat protein (LRR9),0,331965,other,0,0,0.1,6.2,0,0,0.44,0.47,0.61,11,0,0,0,5.95419631,0.471305719,0,0
PF3D7_0824700,LMF1,Pf3D7_08_v3: 1070988 - 1074417 (+),"lipase maturation factor, putative (LMF1)",intergralMembrane,401817,other,0,0,0.1,0.1,0,0,0.38,0.49,0.56,12,0,0,0,0,0.559427409,0,0
PF3D7_1427100,PF3D7_1427100 protein,Pf3D7_14_v3: 1056162 - 1060124 (+),"lipase, putative",secretoryPathway,1056162,other,0,0,0.1,0.1,0,0,0.41,0.45,0.44,10,0,0,0,0,0.101879614,0,0
PF3D7_0107500,PF3D7_0107500 protein,Pf3D7_01_v3: 304362 - 309257 (-),lipid/sterol:H+ symporter,intergralMembrane,309257,other,0,0,0.1,0.1,0,0,0.49,0.65,0.56,11,0,0,0,0,0.192645078,0,0
PF3D7_0303700,BCKDH-E2,Pf3D7_03_v3: 191245 - 192591 (-),lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (BCKDH-E2),mitochondrion,192591,other,0,0,0.1,0.1,0,0,0.39,0.47,0.57,12,0,0,0,0,0.547487795,0,0
PF3D7_1314600,LipL1,Pf3D7_13_v3: 624785 - 626011 (+),lipoate-protein ligase 1 (LipL1),mitochondrion,624785,other,0,0,0.1,0.1,0,0,0.36,0.4,0.48,10,0,0,0,0,0.415037499,0,0
PF3D7_0923600,LipL2,Pf3D7_09_v3: 958763 - 959917 (+),lipoate-protein ligase 2 (LipL2),apicoplast,582972,other,0,0,0.1,0.1,0,0,0.32,0.38,0.48,10,0,0,0,0,0.584962501,0,0
PF3D7_0823600,LipB,Pf3D7_08_v3: 1039907 - 1041211 (-),lipoate-protein ligase B (LipB),secretoryPathway,431594,other,0,0,0.1,0.1,0,0,0.29,0.46,0.5,12,0,0,0,0,0.785875195,0,0
PF3D7_1344600,LipA,Pf3D7_13_v3: 1789425 - 1790672 (+),lipoyl synthase (LipA),apicoplast,1135811,other,0,0,0.1,0.1,0,0,0.47,0.49,0.49,12,0,0,0,0,0.060120992,0,0
PF3D7_0602300,PALM,Pf3D7_06_v3: 99781 - 100725 (+),"liver merozoite formation protein, putative (PALM)",secretoryPathway,99781,other,0,0,0.1,36.3,0,0,0.39,0.51,0.52,12,0,0,0,8.503825738,0.415037499,0,0
PF3D7_1418100,LISP1,Pf3D7_14_v3: 762614 - 773407 (-),"liver specific protein 1, putative (LISP1)",nucleus,773407,other,0,0,0.1,0.1,0,0,0.37,0.34,0.49,10,0,0,0,0,0.405256478,0,0
PF3D7_1036400,LSA1,Pf3D7_10_v3: 1436316 - 1439804 (+),liver stage antigen 1 (LSA1),secretoryPathway,251340,other,1,1,8.6,0.1,0,0,9.26,8.8,8.03,4,1,1,1,-6.426264755,-0.205612206,0,0
PF3D7_0220000,LSA3,Pf3D7_02_v3: 796752 - 801586 (+),liver stage antigen 3 (LSA3),secretoryPathway,150350,other,0,0,0.1,0.8,0,0,0.46,2.15,3.48,8,0,1,1,3,2.91938154,0,0
PF3D7_1201300,LSAP1,Pf3D7_12_v3: 92242 - 92562 (+),liver stage associated protein 1 (LSAP1),exported,92242,other,0,0,0.1,0.1,0,0,0.5,0.5,0.51,12,0,0,0,0,0.028569152,0,0
PF3D7_0202100,LSAP2,Pf3D7_02_v3: 109564 - 110580 (-),liver stage associated protein 2 (LSAP2),exported,110580,other,0,0,4.9,52.5,0,1,0.44,1.17,4.87,8,0,1,1,3.421463768,3.468346343,1,0
PF3D7_0920000,ELO3,Pf3D7_09_v3: 822665 - 824593 (+),"long chain fatty acid elongation enzyme, putative (ELO3)",intergralMembrane,719070,other,0,0,0.1,0.1,0,0,0.46,0.46,0.48,12,0,0,0,0,0.061400545,0,0
PF3D7_0605900,PF3D7_0605900 protein,Pf3D7_06_v3: 247640 - 249166 (+),"long chain polyunsaturated fatty acid elongation enzyme, putative",intergralMembrane,247640,other,0,0,0.1,0.1,0,0,0.43,0.43,0.53,12,0,0,0,0,0.3016557,0,0
PF3D7_0508200,PF3D7_0508200 protein,Pf3D7_05_v3: 337426 - 339025 (-),"longevity-assurance (LAG1) protein, putative",intergralMembrane,339025,other,0,0,0.1,0.1,0,0,0.33,0.58,0.55,11,0,0,0,0,0.736965594,0,0
