geneID,name,tsGenLoc,chr,start,stop,strand,upstreamGenLoc,type,exons,tsLength,spliceAlt,pseudo,description,tmDom,signalP,loc,dist2Telo,subtelo.HP1,altName,ap2gMotifs_1k,ap2gMotifs_3k,family,cvge,heterochrom,hda2KD,hp1KD,combined,trophPep,egcPep,lgcPep,eGC.Troph.ratio,lGC.Troph.ratio,ap2gDD.t3h,ap2gDD.t9h,ap2gDD.t15h,ap2gDD.t21h,ap2gDD.t27h,ap2gDD.t33h,ap2gDD.t39h,ap2gDD.t45h,ap2gDD.t57h,ap2gDD.t69h,ap2gDD.t81h
PF3D7_1106400,PF3D7_1106400 protein,Pf3D7_11_v3: 267547 - 267897 (+),Pf3D7_11_v3,267547,267897,(+),Pf3D7_11_v3: 267059 - 267546 (+),protein,1,351,0,0,"conserved Plasmodium protein, unknown function",0,0,0,267547,FALSE,PF3D7_1106400 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.01,0.17,-0.22,-0.1,-0.34,-0.1,0.25,0.28,0.56,-0.26,-0.36
PF3D7_1106500,PF3D7_1106500 protein,Pf3D7_11_v3: 268244 - 274552 (-),Pf3D7_11_v3,268244,274552,(-),Pf3D7_11_v3: 275140 - 274553 (-),protein,3,6066,0,0,"conserved Plasmodium protein, unknown function",0,1,secretoryPathway,274552,FALSE,PF3D7_1106500 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.04,0,-0.01,0.04,-0.1,0.03,0.31,0.06,0.07,0.15,-0.25
PF3D7_1106600,PF3D7_1106600 protein,Pf3D7_11_v3: 275726 - 279667 (+),Pf3D7_11_v3,275726,279667,(+),Pf3D7_11_v3: 275140 - 275725 (+),protein,1,3942,0,0,"DEAD/DEAH box helicase, putative",0,0,0,275726,FALSE,PF3D7_1106600 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.04,-0.11,-0.12,-0.11,-0.14,0.06,0.5,-2.18,0.35,-0.04,-0.28
PF3D7_1106700,PF3D7_1106700 protein,Pf3D7_11_v3: 279920 - 282994 (-),Pf3D7_11_v3,279920,282994,(-),Pf3D7_11_v3: 283432 - 282995 (-),protein,1,3075,0,0,"dna2/nam7 helicase family member, putative",0,0,0,282994,FALSE,PF3D7_1106700 protein,1,1,other,0,0,0,0,0,4,2,2,-0.004712037,-0.004712037,-0.05,-0.1,-0.02,0.24,-0.05,-0.1,0.02,-0.32,-0.33,0.02,-0.19
PF3D7_1106800,PF3D7_1106800 protein,Pf3D7_11_v3: 283869 - 289224 (+),Pf3D7_11_v3,283869,289224,(+),Pf3D7_11_v3: 283433 - 283868 (+),protein,8,4506,0,0,"protein kinase, putative",0,0,0,283869,FALSE,PF3D7_1106800 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.02,-0.04,0.05,0.19,0.1,0.01,-0.31,0.09,0.02,-0.39,0.47
PF3D7_1106900,PF3D7_1106900 protein,Pf3D7_11_v3: 289667 - 290286 (+),Pf3D7_11_v3,289667,290286,(+),Pf3D7_11_v3: 289225 - 289666 (+),protein,2,507,0,0,"conserved Plasmodium protein, unknown function",0,0,0,289667,FALSE,PF3D7_1106900 protein,1,1,other,0,0,0,0,0,8,0,0,-8.653963734,-8.653963734,0.04,-0.22,-0.03,0.24,-0.37,0,-0.39,-0.42,0.13,-0.56,0.62
PF3D7_1107000,LSM4,Pf3D7_11_v3: 291680 - 292502 (+),Pf3D7_11_v3,291680,292502,(+),Pf3D7_11_v3: 290287 - 291679 (+),protein,4,381,0,0,"U6 snRNA-associated Sm-like protein LSm4, putative (LSM4)",0,0,nucleus,291680,FALSE,LSM4,1,1,other,0,0,0,0,0,2,1,1,-0.00114551,-0.00114551,0,-0.22,-0.08,0.12,0.01,0.2,0.03,0.65,-0.8,-0.46,0.19
PF3D7_1107100,PF3D7_1107100 protein,Pf3D7_11_v3: 294151 - 296979 (+),Pf3D7_11_v3,294151,296979,(+),Pf3D7_11_v3: 292503 - 294150 (+),protein,11,1767,0,0,"nucleic acid binding protein, putative",0,0,0,294151,FALSE,PF3D7_1107100 protein,0,0,other,0,0,0,0,0,3,0,0,-7.241924979,-7.241924979,0.01,0.02,-0.1,-0.28,-0.1,-0.41,-0.31,-0.07,0.37,0.45,0.14
PF3D7_1107200,PF3D7_1107200 protein,Pf3D7_11_v3: 297823 - 300734 (+),Pf3D7_11_v3,297823,300734,(+),Pf3D7_11_v3: 296980 - 297822 (+),protein,8,2142,0,0,"conserved Plasmodium protein, unknown function",0,0,0,297823,FALSE,PF3D7_1107200 protein,2,2,other,0,0,0,0,0,3,0,0,-7.241924979,-7.241924979,0.04,0.07,0.09,-0.03,0.19,0.08,0.15,0.45,0.17,-0.34,0.35
PF3D7_1107300,PAIP1,Pf3D7_11_v3: 301283 - 311287 (-),Pf3D7_11_v3,301283,311287,(-),Pf3D7_11_v3: 317818 - 311288 (-),protein,1,10005,0,0,"polyadenylate-binding protein-interacting protein 1, putative (PAIP1)",0,0,0,311287,FALSE,PAIP1,0,1,other,0,0,0,0,0,26,12,12,-0.12313555,-0.12313555,0.04,0.19,0.26,0.1,0.07,0.06,-0.05,-0.35,0.67,-0.15,0.34
PF3D7_1107400,RAD51,Pf3D7_11_v3: 317819 - 318871 (-),Pf3D7_11_v3,317819,318871,(-),Pf3D7_11_v3: 320127 - 318872 (-),protein,1,1053,0,0,DNA repair protein RAD51 (RAD51),0,0,nucleus,318871,FALSE,RAD51,0,0,other,0,0,0,0,0,2,3,3,1.574262684,1.574262684,0.13,0.12,0.19,0.15,-0.29,0.18,0.16,0.64,-0.14,-0.19,0.11
PF3D7_1107500,PF3D7_1107500 protein,Pf3D7_11_v3: 320128 - 321205 (-),Pf3D7_11_v3,320128,321205,(-),Pf3D7_11_v3: 321885 - 321206 (-),protein,5,468,0,0,"prefoldin, putative",0,0,0,321205,FALSE,PF3D7_1107500 protein,0,0,other,0,0,0,0,0,2,0,0,-6.659356993,-6.659356993,-0.05,-0.13,-0.11,-0.03,0.1,0.16,0.17,0.65,-0.27,-0.54,0.22
PF3D7_1107600,PF3D7_1107600 protein,Pf3D7_11_v3: 321886 - 325323 (-),Pf3D7_11_v3,321886,325323,(-),Pf3D7_11_v3: 326103 - 325324 (-),protein,1,3438,0,0,"conserved Plasmodium protein, unknown function",0,0,0,325323,FALSE,PF3D7_1107600 protein,1,1,other,0,0,0,0,0,13,0,0,-9.353710549,-9.353710549,0.09,-0.11,0.55,0.76,-0.13,-0.62,0.09,0.06,-0.62,-0.26,-0.37
PF3D7_1107700,PES,Pf3D7_11_v3: 326881 - 328812 (+),Pf3D7_11_v3,326881,328812,(+),Pf3D7_11_v3: 326103 - 326880 (+),protein,1,1932,0,0,pescadillo homolog (PES),0,0,nucleus,326881,FALSE,PES,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.13,-0.06,0.02,0.07,0.01,0.11,0.01,-0.43,0.18,-0.28,0
PF3D7_1107800,ApiAP2 PF3D7_1107800,Pf3D7_11_v3: 329867 - 335601 (-),Pf3D7_11_v3,329867,335601,(-),Pf3D7_11_v3: 343912 - 335602 (-),protein,2,5487,0,0,transcription factor with AP2 domain(s) (ApiAP2),0,0,nucleus,335601,FALSE,ApiAP2 PF3D7_1107800,0,1,AP2,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.09,0.13,-0.13,-0.1,-0.1,0.12,-0.41,0.02,0.12,0.05,-0.12
PF3D7_1107900,PF3D7_1107900 protein,Pf3D7_11_v3: 343913 - 349351 (-),Pf3D7_11_v3,343913,349351,(-),Pf3D7_11_v3: 350954 - 349352 (-),protein,1,5439,0,0,mechanosensitive ion channel protein,5,0,intergralMembrane,349351,FALSE,PF3D7_1107900 protein,0,0,other,0,0,0,0,0,3,0,0,-7.241924979,-7.241924979,-0.06,0.04,0.01,0.27,0.39,-0.27,-0.35,-0.43,0.2,0.05,0.08
PF3D7_1108000,PF3D7_1108000 protein,Pf3D7_11_v3: 352556 - 354262 (+),Pf3D7_11_v3,352556,354262,(+),Pf3D7_11_v3: 350954 - 352555 (+),protein,1,1707,0,0,"IWS1-like protein, putative",0,0,nucleus,352556,FALSE,PF3D7_1108000 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.1,0.02,0.03,0.08,-0.04,0.11,0.18,-0.06,-0.14,0.06,-0.32
PF3D7_1108100,PF3D7_1108100 protein,Pf3D7_11_v3: 356083 - 360434 (+),Pf3D7_11_v3,356083,360434,(+),Pf3D7_11_v3: 354263 - 356082 (+),protein,3,4107,0,0,"conserved Plasmodium protein, unknown function",0,0,0,356083,FALSE,PF3D7_1108100 protein,1,3,other,0,0,0,0,0,7,0,0,-8.461575936,-8.461575936,0.01,-0.12,0.15,0.85,0.26,0.35,-0.43,-0.4,-0.43,0.15,-0.01
PF3D7_1108200,DTD,Pf3D7_11_v3: 361408 - 361902 (+),Pf3D7_11_v3,361408,361902,(+),Pf3D7_11_v3: 360435 - 361407 (+),protein,1,495,0,0,D-tyrosyl-tRNA(Tyr) deacylase (DTD),0,0,0,361408,FALSE,DTD,0,0,other,0,0,0,0,0,8,8,8,0.991694698,0.991694698,-0.04,-0.02,-0.03,0.09,-0.04,0.01,-0.37,0.26,-0.02,-0.04,-0.03
PF3D7_1108300,PCD,Pf3D7_11_v3: 362421 - 362887 (+),Pf3D7_11_v3,362421,362887,(+),Pf3D7_11_v3: 361903 - 362420 (+),protein,2,324,0,0,pterin-4a-carbinolamine dehydratase (PCD),0,0,0,362421,FALSE,PCD,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.1,-0.15,-0.18,0.49,-0.18,0.27,0.05,-0.11,-0.12,-0.23,-0.02
PF3D7_1108400,CK2alpha,Pf3D7_11_v3: 365093 - 366100 (+),Pf3D7_11_v3,365093,366100,(+),Pf3D7_11_v3: 362888 - 365092 (+),protein,1,1008,0,0,"casein kinase 2, alpha subunit (CK2alpha)",0,0,0,365093,FALSE,CK2alpha,0,1,other,0,0,0,0,0,18,17,17,0.909279658,0.909279658,0.29,-0.05,0.1,0.12,0.07,0.06,0.23,0.33,0.08,-0.39,-0.05
PF3D7_1108500,PF3D7_1108500 protein,Pf3D7_11_v3: 367316 - 368823 (+),Pf3D7_11_v3,367316,368823,(+),Pf3D7_11_v3: 366101 - 367315 (+),protein,3,984,0,0,"succinyl-CoA synthetase alpha subunit, putative",0,0,mitochondrion,367316,FALSE,PF3D7_1108500 protein,1,1,other,0,0,1,0,1,15,4,4,-0.912555137,-0.912555137,0.08,-0.12,-0.01,0.17,-0.31,-0.1,0.23,0.71,0.16,0.36,-0.14
PF3D7_1108600,ERC,Pf3D7_11_v3: 369675 - 370706 (-),Pf3D7_11_v3,369675,370706,(-),Pf3D7_11_v3: 373237 - 370707 (-),protein,1,1032,0,0,endoplasmic reticulum-resident calcium binding protein (ERC),0,1,secretoryPathway,370706,FALSE,ERC,0,0,other,0,0,0,0,0,25,28,28,1.155131624,1.155131624,0.03,0.12,-0.03,0.07,-0.21,-0.3,0.44,0.11,0.01,0.11,-0.48
PF3D7_1108700,PF3D7_1108700 protein,Pf3D7_11_v3: 373238 - 374860 (-),Pf3D7_11_v3,373238,374860,(-),Pf3D7_11_v3: 376300 - 374861 (-),protein,1,1623,0,0,heat shock protein DnaJ homologue Pfj2,1,1,exported,374860,FALSE,PF3D7_1108700 protein,0,0,hsp,0,0,0,0,0,17,14,14,0.711768513,0.711768513,0.08,0,0.11,-0.07,-0.14,-0.22,0.41,0.51,-0.05,0.09,-0.15
PF3D7_1108800,PF3D7_1108800 protein,Pf3D7_11_v3: 377740 - 378396 (+),Pf3D7_11_v3,377740,378396,(+),Pf3D7_11_v3: 376301 - 377739 (+),protein,2,468,0,0,"conserved Plasmodium protein, unknown function",0,0,0,377740,FALSE,PF3D7_1108800 protein,0,0,other,0,0,0,0,0,8,0,0,-8.653963734,-8.653963734,0.12,0.18,-0.08,0.33,-0.04,0.16,0.5,0.55,-0.34,-0.37,0.08
PF3D7_1108900,PF3D7_1108900 protein,Pf3D7_11_v3: 379247 - 380638 (+),Pf3D7_11_v3,379247,380638,(+),Pf3D7_11_v3: 378397 - 379246 (+),protein,1,1392,0,0,"conserved Plasmodium protein, unknown function",0,0,0,379247,FALSE,PF3D7_1108900 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.12,-0.11,-0.02,0.05,-0.01,0.28,0.1,0.67,-0.19,-0.37,0.21
PF3D7_1109000,PF3D7_1109000 snoRNA,Pf3D7_11_v3: 381154 - 381259 (-),Pf3D7_11_v3,381154,381259,(-),NA,snoRNA,1,106,0,0,small nucleolar RNA snoR07,NA,NA,nucleus,381259,FALSE,PF3D7_1109000 snoRNA,0,0,snoRNA,0,0,0,0,0,0,0,0,0.991694698,0.991694698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF3D7_1109100,PF3D7_1109100 protein,Pf3D7_11_v3: 382569 - 387150 (-),Pf3D7_11_v3,382569,387150,(-),Pf3D7_11_v3: 387747 - 387151 (-),protein,2,4404,0,0,"conserved Plasmodium protein, unknown function",1,0,secretoryPathway,387150,FALSE,PF3D7_1109100 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.01,-0.15,-0.12,-0.5,0.08,-0.1,-0.15,-0.61,-0.27,-0.21,0.04
PF3D7_1109200,PF3D7_1109200 protein,Pf3D7_11_v3: 387748 - 389620 (-),Pf3D7_11_v3,387748,389620,(-),Pf3D7_11_v3: 390643 - 389621 (-),protein,4,1158,0,0,"pre-mRNA splicing factor, putative",0,0,nucleus,389620,FALSE,PF3D7_1109200 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.09,0,0,-0.32,-0.1,-0.1,0,-0.18,-0.31,0.26,-0.16
PF3D7_1109300,PF3D7_1109300 snoRNA,Pf3D7_11_v3: 390441 - 390508 (-),Pf3D7_11_v3,390441,390508,(-),NA,snoRNA,1,68,0,0,small nucleolar RNA snR61/Z1/Z11,NA,NA,nucleus,390508,FALSE,PF3D7_1109300 snoRNA,0,0,snoRNA,0,0,0,0,0,0,0,0,0.991694698,0.991694698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF3D7_1109400,PF3D7_1109400 protein,Pf3D7_11_v3: 390644 - 393331 (-),Pf3D7_11_v3,390644,393331,(-),Pf3D7_11_v3: 395228 - 393332 (-),protein,6,1311,0,0,"U3/U14 snoRNA-associated small subunit rRNA processing protein, putative",0,0,nucleus,393331,FALSE,PF3D7_1109400 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.08,0.02,-0.08,-0.2,0.08,0.17,0.18,0.28,-0.48,-0.15,0.34
PF3D7_1109500,PF3D7_1109500 snoRNA,Pf3D7_11_v3: 391061 - 391145 (-),Pf3D7_11_v3,391061,391145,(-),NA,snoRNA,1,85,0,0,small nucleolar RNA snoR09,NA,NA,nucleus,391145,FALSE,PF3D7_1109500 snoRNA,0,0,snoRNA,0,0,0,0,0,0,0,0,0.991694698,0.991694698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF3D7_1109600,PF3D7_1109600 snoRNA,Pf3D7_11_v3: 391758 - 391840 (-),Pf3D7_11_v3,391758,391840,(-),NA,snoRNA,1,83,0,0,small nucleolar RNA SNORD127,NA,NA,nucleus,391840,FALSE,PF3D7_1109600 snoRNA,0,0,snoRNA,0,0,0,0,0,0,0,0,0.991694698,0.991694698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF3D7_1109700,PF3D7_1109700 snoRNA,Pf3D7_11_v3: 392510 - 392712 (-),Pf3D7_11_v3,392510,392712,(-),NA,snoRNA,1,203,0,0,small nucleolar RNA snoR11,NA,NA,nucleus,392712,FALSE,PF3D7_1109700 snoRNA,0,0,snoRNA,0,0,0,0,0,0,0,0,0.991694698,0.991694698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF3D7_1109800,PF3D7_1109800 snoRNA,Pf3D7_11_v3: 395252 - 395336 (-),Pf3D7_11_v3,395252,395336,(-),NA,snoRNA,1,85,0,0,small nucleolar RNA snoR12,NA,NA,nucleus,395336,FALSE,PF3D7_1109800 snoRNA,0,0,snoRNA,0,0,0,0,0,0,0,0,0.991694698,0.991694698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF3D7_1109900,RPL36,Pf3D7_11_v3: 397124 - 397775 (+),Pf3D7_11_v3,397124,397775,(+),Pf3D7_11_v3: 395228 - 397123 (+),protein,2,339,0,0,60S ribosomal protein L36 (RPL36),0,0,0,397124,FALSE,RPL36,0,0,ribosome,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.05,-0.1,-0.29,-0.01,-0.26,0.07,0.54,0.26,-0.17,-0.12,-0.15
PF3D7_1110000,PF3D7_1110000 protein,Pf3D7_11_v3: 398659 - 399226 (+),Pf3D7_11_v3,398659,399226,(+),Pf3D7_11_v3: 397776 - 398658 (+),protein,2,249,0,0,"conserved Plasmodium protein, unknown function",1,0,secretoryPathway,398659,FALSE,PF3D7_1110000 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.17,-0.11,0.09,-0.64,-0.21,0.05,0.06,0.71,-0.22,-0.11,-0.09
PF3D7_1110100,PF3D7_1110100 protein,Pf3D7_11_v3: 400686 - 403238 (+),Pf3D7_11_v3,400686,403238,(+),Pf3D7_11_v3: 399227 - 400685 (+),protein,1,2553,0,0,"conserved Plasmodium protein, unknown function",4,0,intergralMembrane,400686,FALSE,PF3D7_1110100 protein,1,1,other,0,0,0,0,0,1,0,0,-5.666516785,-5.666516785,-0.04,-0.06,-0.06,0.17,0.21,-0.08,-0.36,-0.41,-0.26,-0.25,0.05
PF3D7_1110200,PRPF6,Pf3D7_11_v3: 405495 - 409717 (+),Pf3D7_11_v3,405495,409717,(+),Pf3D7_11_v3: 403239 - 405494 (+),protein,2,3990,0,0,"pre-mRNA-processing factor 6, putative (PRPF6)",0,0,nucleus,405495,FALSE,PRPF6,0,0,other,0,0,0,0,0,6,4,4,0.407931944,0.407931944,-0.04,0.01,0.22,0.01,-0.08,-0.01,0.21,-0.11,-0.42,0,-0.19
PF3D7_1110300,PF3D7_1110300 protein,Pf3D7_11_v3: 410202 - 411355 (-),Pf3D7_11_v3,410202,411355,(-),Pf3D7_11_v3: 413077 - 411356 (-),protein,4,666,0,0,"conserved Plasmodium protein, unknown function",0,0,0,411355,FALSE,PF3D7_1110300 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.07,0.18,-0.12,-0.17,-0.2,0.05,-0.06,0.07,-0.17,-0.61,0.2
PF3D7_1110400,PF3D7_1110400 protein,Pf3D7_11_v3: 414797 - 419556 (+),Pf3D7_11_v3,414797,419556,(+),Pf3D7_11_v3: 413077 - 414796 (+),protein,3,4452,0,0,asparagine-rich antigen,0,0,0,414797,FALSE,PF3D7_1110400 protein,1,1,other,0,0,0,0,0,21,8,8,-0.399507316,-0.399507316,-0.06,0.17,0.18,-0.01,-0.03,0.05,0.18,-0.21,0.65,-0.13,-0.02
PF3D7_1110500,VPS35,Pf3D7_11_v3: 422057 - 425418 (+),Pf3D7_11_v3,422057,425418,(+),Pf3D7_11_v3: 419557 - 422056 (+),protein,2,3153,0,0,"vacuolar protein sorting-associated protein 35, putative (VPS35)",0,0,0,422057,FALSE,VPS35,1,4,other,0,0,0,0,0,22,12,12,0.117771704,0.117771704,-0.05,-0.07,0.01,0.07,-0.07,-0.16,0.16,-0.15,0.37,-0.02,0.07
PF3D7_1110600,PF3D7_1110600 protein,Pf3D7_11_v3: 425904 - 426864 (-),Pf3D7_11_v3,425904,426864,(-),Pf3D7_11_v3: 427614 - 426865 (-),protein,5,537,0,0,"mitochondrial ribosomal protein L11 precursor, putative",0,0,mitochondrion,426864,FALSE,PF3D7_1110600 protein,1,1,mitoRibosome,0,0,0,0,0,0,2,2,8.642746389,8.642746389,-0.05,0.15,-0.17,-0.35,-0.25,-0.04,0.21,0.74,0.35,-0.41,0.08
PF3D7_1110700,ALP1,Pf3D7_11_v3: 428362 - 430047 (+),Pf3D7_11_v3,428362,430047,(+),Pf3D7_11_v3: 427614 - 428361 (+),protein,4,1137,0,0,"actin-like protein, putative (ALP1)",0,0,0,428362,FALSE,ALP1,1,1,other,0,0,0,0,0,14,2,2,-1.809494851,-1.809494851,0.17,0.1,0.04,0.16,0.24,-0.36,-0.25,0.55,-0.13,-0.12,0.01
PF3D7_1110800,PF3D7_1110800 protein,Pf3D7_11_v3: 430157 - 431476 (-),Pf3D7_11_v3,430157,431476,(-),Pf3D7_11_v3: 431905 - 431477 (-),protein,7,606,0,0,"conserved Plasmodium protein, unknown function",0,0,0,431476,FALSE,PF3D7_1110800 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.11,-0.23,0.09,-0.03,-0.27,-0.01,0.19,0.25,0.17,-0.23,-0.17
PF3D7_1110900,PF3D7_1110900 protein,Pf3D7_11_v3: 431906 - 433645 (-),Pf3D7_11_v3,431906,433645,(-),Pf3D7_11_v3: 434224 - 433646 (-),protein,1,1740,0,0,"ES2 protein, putative",0,0,0,433645,FALSE,PF3D7_1110900 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.13,-0.1,0.02,0.11,-0.23,-0.11,0.18,-0.24,-0.12,-0.11,-0.32
PF3D7_1111000,PF3D7_1111000 protein,Pf3D7_11_v3: 434802 - 436541 (+),Pf3D7_11_v3,434802,436541,(+),Pf3D7_11_v3: 434224 - 434801 (+),protein,1,1740,0,0,"tRNA m5C-methyltransferase, putative",0,0,0,434802,FALSE,PF3D7_1111000 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.1,-0.15,0.03,0.07,0.29,0.23,0.08,0.38,-0.34,-0.09,0.32
PF3D7_1111100,RFC5,Pf3D7_11_v3: 437171 - 438220 (-),Pf3D7_11_v3,437171,438220,(-),Pf3D7_11_v3: 439697 - 438221 (-),protein,1,1050,0,0,"replication factor C subunit 5, putative (RFC5)",0,0,nucleus,438220,FALSE,RFC5,0,0,other,0,0,0,0,0,12,7,7,0.214944896,0.214944896,0.24,0.28,-0.09,-0.38,-0.25,-0.13,0.23,0.66,0.26,-0.2,0.12
PF3D7_1111200,PF3D7_1111200 protein,Pf3D7_11_v3: 439698 - 441680 (-),Pf3D7_11_v3,439698,441680,(-),Pf3D7_11_v3: 442958 - 441681 (-),protein,2,1785,0,0,"conserved Plasmodium protein, unknown function",0,0,0,441680,FALSE,PF3D7_1111200 protein,0,0,other,0,0,0,0,0,0,3,3,9.225314375,9.225314375,-0.17,-0.15,0.13,-0.09,-0.12,0.27,0.32,0.49,-0.13,-0.18,-0.18
PF3D7_1111300,GS27,Pf3D7_11_v3: 442959 - 443828 (-),Pf3D7_11_v3,442959,443828,(-),Pf3D7_11_v3: 445232 - 443829 (-),protein,1,870,0,0,"SNARE protein, putative (GS27)",1,0,secretoryPathway,443828,FALSE,GS27,2,2,other,1,0,0,0,1,3,6,6,1.989296202,1.989296202,-0.06,0.01,0.21,-0.15,0.1,-0.1,-0.07,0.23,0.1,-0.06,0.44
PF3D7_1111400,PF3D7_1111400 protein,Pf3D7_11_v3: 445233 - 445799 (-),Pf3D7_11_v3,445233,445799,(-),Pf3D7_11_v3: 446019 - 445800 (-),protein,1,567,0,0,"conserved Plasmodium protein, unknown function",0,0,0,445799,FALSE,PF3D7_1111400 protein,1,1,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.08,-0.2,-0.07,0.03,-0.17,0.01,0.25,0.39,0.07,-0.35,0.03
PF3D7_1111500,PF3D7_1111500 protein,Pf3D7_11_v3: 446020 - 446559 (-),Pf3D7_11_v3,446020,446559,(-),Pf3D7_11_v3: 447736 - 446560 (-),protein,2,390,0,0,"acylphosphatase, putative",0,0,0,446559,FALSE,PF3D7_1111500 protein,1,1,other,0,0,0,0,0,3,1,1,-0.583713496,-0.583713496,-0.12,-0.16,-0.05,-0.1,0.01,0.05,0.14,0.34,0.26,-0.17,0.18
PF3D7_1111600,PF3D7_1111600 protein,Pf3D7_11_v3: 448912 - 451698 (+),Pf3D7_11_v3,448912,451698,(+),Pf3D7_11_v3: 447736 - 448911 (+),protein,4,2235,0,0,"endonuclease/exonuclease/phosphatase family protein, putative",0,0,0,448912,FALSE,PF3D7_1111600 protein,1,1,other,0,0,0,0,0,4,0,0,-7.655763729,-7.655763729,-0.02,0.1,-0.13,-0.25,-0.1,-0.21,-0.07,0.57,-0.19,0.09,-0.07
PF3D7_1111700,PF3D7_1111700 protein,Pf3D7_11_v3: 452459 - 454861 (-),Pf3D7_11_v3,452459,454861,(-),Pf3D7_11_v3: 455265 - 454862 (-),protein,1,2403,0,0,"conserved Plasmodium protein, unknown function",0,0,0,454861,FALSE,PF3D7_1111700 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.01,-0.08,-0.04,0.38,0.61,0.07,0.06,0.06,-0.26,-0.45,0.09
PF3D7_1111800,PF3D7_1111800 protein,Pf3D7_11_v3: 455669 - 456994 (+),Pf3D7_11_v3,455669,456994,(+),Pf3D7_11_v3: 455266 - 455668 (+),protein,2,1068,0,0,"peptidyl-prolyl cis-trans isomerase, putative",1,0,secretoryPathway,455669,FALSE,PF3D7_1111800 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.09,-0.02,-0.04,0.25,-0.26,-0.2,0.03,-0.15,-0.1,0.09,-0.21
PF3D7_1111900,PF3D7_1111900 protein,Pf3D7_11_v3: 457936 - 459197 (+),Pf3D7_11_v3,457936,459197,(+),Pf3D7_11_v3: 456995 - 457935 (+),protein,3,711,0,0,"conserved Plasmodium protein, unknown function",0,0,0,457936,FALSE,PF3D7_1111900 protein,1,1,other,0,0,0,0,0,4,9,9,2.159619567,2.159619567,0.25,0.13,-0.47,0.11,0.57,0.66,0.41,1.49,0.79,0.08,0.55
PF3D7_1112000,PF3D7_1112000 protein,Pf3D7_11_v3: 459776 - 460620 (+),Pf3D7_11_v3,459776,460620,(+),Pf3D7_11_v3: 459198 - 459775 (+),protein,4,219,0,0,"conserved Plasmodium protein, unknown function",2,1,secretoryPathway,459776,FALSE,PF3D7_1112000 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,-0.04,0.13,0.15,-0.03,0.14,0.14,-0.01,0.51,-0.24,-0.38,0.13
PF3D7_1112100,PF3D7_1112100 protein,Pf3D7_11_v3: 462290 - 469672 (+),Pf3D7_11_v3,462290,469672,(+),Pf3D7_11_v3: 460621 - 462289 (+),protein,1,7383,0,0,"conserved Plasmodium protein, unknown function",3,0,secretoryPathway,462290,FALSE,PF3D7_1112100 protein,0,0,other,0,0,0,0,0,0,0,0,0.991694698,0.991694698,0.02,-0.04,-0.04,-0.16,-0.05,-0.16,-0.22,-0.57,0.18,0.23,-0.15
PF3D7_1112200,COQ4,Pf3D7_11_v3: 470541 - 471608 (+),Pf3D7_11_v3,470541,471608,(+),Pf3D7_11_v3: 469673 - 470540 (+),protein,1,1068,0,0,"ubiquinone biosynthesis protein COQ4, putative (COQ4)",0,0,0,470541,FALSE,COQ4,0,0,other,0,0,0,0,0,2,4,4,1.988101433,1.988101433,-0.1,-0.14,-0.2,-0.13,-0.18,-0.09,0.04,0.46,-0.09,0.07,0.01
